_id,id,餐廳名稱,餐廳網站,區域排名,餐廳地點,餐廳電話,餐廳價位,整體評分,食物,服務,實惠,氛圍,餐廳類型,亞洲料理,中式料理,台灣小吃,台菜,日式料理,咖啡廳,義式料理,美式料理,海鮮,酒吧,多國料理,牛排,提供素食選擇,燒烤,提供純素選擇,壽司,泰式料理,法式料理,烤肉,歐式料理,韓式料理
610bfe107b93cc4548c3afc2,25,168排骨飯,https://www.tripadvisor.com.tw/Restaurant_Review-g13806900-d12158442-Reviews-One_Six_Eight_Rice-Songshan_Taipei.html,松山排名第 #373 的餐廳，共 922 名,105 台灣 松山台北 松山区延吉街9-1号,+886 2 2579 8662,None,5.0,None,None,None,None,中式料理/亞洲料理/晚餐/台灣小吃/台菜/ ,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afc3,26,168海鮮餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13806427-d6182559-Reviews-168_Seafood_Restaurant-Beitou_Taipei.html,,"台灣 北投台北 No. 717, Daye Rd., Beitou Dist",+886 2 2892 2345,None,0 則評論,None,None,None,None,海鮮/ ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afc4,27,169涮涮鍋,https://www.tripadvisor.com.tw/Restaurant_Review-g13806900-d6133093-Reviews-169_Shabu_Shabu-Songshan_Taipei.html,松山排名第 #844 的餐廳，共 922 名,"台灣 松山台北 No. 73, Sec. 5, Nanjing E. Rd., Songshan Dist",+886 2 8787 2879,None,3.0,None,None,None,None,日式料理/ ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afc5,28,16號公園咖啡,https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d6133164-Reviews-No_16Th_Park_Cafe-Zhongshan_District_Taipei.html,,"台灣 中山區台北 No. 113, Zhongyuan St., Zhongshan Dist",+886 2 2531 1577,None,0 則評論,None,None,None,None,咖啡廳/ ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afc6,29,16號咖啡,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d6133088-Reviews-Shiliu_Hao_Coffee-Shilin_Taipei.html,,"台灣 士林台北 No. 16, Ln. 104, Dexing E. Rd., Shilin Dist",+886 2 2831 6579,None,0 則評論,None,None,None,None,咖啡廳/ ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afc8,31,1855 Premier Cru 卓越酒莊,https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d17813333-Reviews-1855_Premier_Cru-Zhongshan_District_Taipei.html,,104 台灣 中山區台北 南京东路二段51号,+886 2 2571 6600,None,0 則評論,None,None,None,None,紅酒吧/ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afcb,34,1885 Burger Store,https://www.tripadvisor.com.tw/Restaurant_Review-g13806900-d4750507-Reviews-1885_Burger_Store-Songshan_Taipei.html,松山排名第 #131 的餐廳，共 922 名,台灣 松山台北 松山区市民大道四段57号,+886 2 2778 5338,$$ - $$$,4.0,3.5,3.5,3.5,None,美式料理/ ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afcc,35,18east創作和食料理,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d14445948-Reviews-18_East-Da_an_Taipei.html,"大安排名第 #643 的餐廳，共 2,036 名",106 台灣 大安台北 光复南路308巷18号,+886 905 965 110,$$$$,5.0,None,None,None,None,日式料理/壽司/ ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
610bfe107b93cc4548c3afcd,36,1914 FurniFood 家傢酒,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d6133106-Reviews-1914_Furnifood-Zhongzheng_District_Taipei.html,,"台灣 中正區台北 No. 1, Sec. 1, Bade Rd., Zhongzheng Dist",+886 2 2358 3831,None,0 則評論,None,None,None,None,亞洲料理/台灣小吃/台菜/ ,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afce,37,1919 Italian Coffee,https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d6152679-Reviews-1919_Italian_Coffee-Zhongshan_District_Taipei.html,"中山區排名第 #1,460 的餐廳，共 1,653 名","台灣 中山區台北 No. 239, Sec. 2, Tiding Blvd. Neihu Dist",+886 2 2659 9822,None,3.5,None,None,None,None,義式料理/ ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afcf,38,1920書廬,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d6182576-Reviews-1920_Shu_Lu-Shilin_Taipei.html,,"台灣 士林台北 No. 22, Sec. 2, Zhicheng Rd., Shilin Dist",+886 2 2837 7876,None,0 則評論,None,None,None,None,咖啡廳/ ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afd3,42,1976道地香港美食,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d15012848-Reviews-1976_Dao_Di_Xiang_Gang_Mei_Shi-Da_an_Taipei.html,"大安排名第 #1,321 的餐廳，共 2,036 名",106 台灣 大安台北 敦化南路一段233巷11号,None,None,4.0,None,None,None,None,中式料理/亞洲料理/湯品/中亞菜系/ ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afd6,45,1996喫茶食譜,https://www.tripadvisor.com.tw/Restaurant_Review-g13806427-d6133110-Reviews-1996_Tea_House-Beitou_Taipei.html,,"台灣 北投台北 No. 1, Ln. 243, Zunxian St., Beitou Dist",+886 2 2820 5719,None,0 則評論,None,None,None,None,咖啡廳/ ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afd8,47,19號碼頭音樂餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d6133265-Reviews-19_Hao_Ma_Tou_Music_Restaurant-Wenshan_Taipei.html,,"台灣 文山台北 No. 19, Sec. 1, Zhongshun St., Wenshan Dist",None,None,0 則評論,None,None,None,None,咖啡廳/ ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afda,49,201 Cafe Restaurant,https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d7392033-Reviews-201_Cafe_Restaurant-Wanhua_Taipei.html,萬華排名第 #168 的餐廳，共 453 名,台灣 萬華台北 汉中街201号,+886 2 2312 2273,$$ - $$$,3.5,3.5,4.0,4.0,None,義式料理/咖啡廳/ ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afdb,50,20四6,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d7731267-Reviews-20Si6-Da_an_Taipei.html,,"台灣 大安台北 No. 24, Ln. 205, Sec. 4, Zhongxiao E. Rd., Daan Dist",+886 2 2711 5589,None,0 則評論,None,None,None,None,酒吧/酒吧/夜店/ ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afdc,51,20盎司牛排屋,https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d18114808-Reviews-20_Angsi_Steak_House-Zhongshan_District_Taipei.html,"中山區排名第 #929 的餐廳，共 1,653 名",10491 台灣 中山區台北 兴安街112号 2楼之3,+886 2 2501 3190,None,4.5,None,None,None,None,牛排/ ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afde,53,21 Century Restaurant,https://www.tripadvisor.com.tw/Restaurant_Review-g13806767-d10507683-Reviews-21_Century_Restaurant-Neihu_Taipei.html,,114 台灣 內湖台北 内湖区瑞光路513巷36号,+886 2 8751 9021,None,0 則評論,None,None,None,None,快餐/ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afe1,56,216鬆餅 涼麵 乾拌麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d1380536-Reviews-DuHsiaoYuch_Tan_Tsi_Noodles_Zhongxiao-Da_an_Taipei.html,"大安排名第 #60 的餐廳，共 2,036 名",台灣 大安台北 忠孝东路四段216巷8弄12号,+886 2 2773 1244,$$ - $$$,4.0,4.0,4.0,4.0,4.0,中式料理/亞洲料理/台灣小吃/台菜/ ,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afe4,59,21工房天然手工涼麵（酒泉店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806451-d6133115-Reviews-21_Worker_House_Chilled_Noodles-Datong_Taipei.html,大同排名第 #181 的餐廳，共 486 名,103 台灣 大同台北 酒泉街10巷25号,+886 2 2585 1913,$$ - $$$,4.0,None,None,None,None,日式料理/亞洲料理/ ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afe6,61,21號鵝肉海鮮,https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d2290654-Reviews-Goose_21-Zhongshan_District_Taipei.html,"中山區排名第 #339 的餐廳，共 1,653 名",104 台灣 中山區台北 中山区锦州街21号,+886 2 2536 2121,$$ - $$$,4.0,3.5,3.0,3.0,3.0,中式料理/海鮮/亞洲料理/ ,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afe7,62,21街冰棧,https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d6149758-Reviews-St_21_Bing_Zhan-Zhongshan_District_Taipei.html,"中山區排名第 #210 的餐廳，共 1,653 名",台灣 中山區台北 长安西路19巷2弄21号,+886 2 2511 3765,$,4.5,5.0,4.5,5.0,None,咖啡廳/ ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afe8,63,21金小火鍋臭臭鍋栄総店,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d4521976-Reviews-21_Jinxiao_Huoguo_Chouchouguo-Zhongzheng_District_Taipei.html,"中正區排名第 #928 的餐廳，共 1,032 名",台灣 中正區台北 北投区裕民一路17号,+886 2 2828 9759,None,3.0,None,None,None,None,亞洲料理/台灣小吃/台菜/ ,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afe9,64,21風味館,https://www.tripadvisor.com.tw/Restaurant_Review-g293913-d13964651-Reviews-21_Plus-Taipei.html,台北排名第 #35 的餐廳，共 477 名,110 台灣 台北 信义区忠孝东路五段8号,+886 2 2722 8121,$,4.0,4.0,4.0,4.0,None,美式料理/快餐/ ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afeb,66,23 Public,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d11893463-Reviews-23_Public-Da_an_Taipei.html,"大安排名第 #326 的餐廳，共 2,036 名",106 台灣 大安台北 大安区辛亥路一段100号,+886 2 2363 2387,$$ - $$$,4.5,None,None,None,None,美式料理/現釀啤酒吧/酒吧/ ,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afec,67,23 北投,https://www.tripadvisor.com.tw/Restaurant_Review-g293913-d12841975-Reviews-23_Public_Beitou-Taipei.html,台北排名第 #190 的餐廳，共 477 名,112 台灣 台北 北投区七星街2号 B1 9号柜位,+886 988 282 776,None,5.0,None,None,None,None,美式料理/德國料理/現釀啤酒吧/異國風味/ ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afed,68,24小吃店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806427-d6133116-Reviews-24_Snack_Shop-Beitou_Taipei.html,北投排名第 #35 的餐廳，共 272 名,"台灣 北投台北 No. 213, Guangming Rd., Beitou Dist",+886 2 2894 6381,$,4.0,4.0,3.0,4.0,None,亞洲料理/台灣小吃/台菜/ ,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afee,69,25號咖啡館,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d6133124-Reviews-No_25_Coffee_House-Wenshan_Taipei.html,,"台灣 文山台北 No. 25, Ln. 218, Sec. 5, Roosevelt Rd., Wenshan Dist",+886 2 2935 1015,None,0 則評論,None,None,None,None,咖啡廳/ ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3afef,70,25號廚房,https://www.tripadvisor.com.tw/Restaurant_Review-g13808515-d6133126-Reviews-25_Hao_American_Kitchen-Xinyi_District_Taipei.html,信義區排名第 #655 的餐廳，共 936 名,"台灣 信義區台北 No. 25, Zhongpo N. Rd., Xinyi Dist",+886 2 8787 2778,$$ - $$$,3.5,None,None,None,None,美式料理/ ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3aff0,71,26法式餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13806900-d6133135-Reviews-26_French_Restaurant-Songshan_Taipei.html,,"台灣 松山台北 No. 200, Guangfu S. Rd., Daan Dist 2f",+886 2 2773 1515,None,0 則評論,None,None,None,None,法式料理/ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
610bfe107b93cc4548c3aff1,72,27街,https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d6182584-Reviews-27_Street-Wanhua_Taipei.html,,"台灣 萬華台北 No. 5, Ln. 27, Chengdu Rd., Wanhua Dist",+886 2 2312 3102,None,0 則評論,None,None,None,None,亞洲料理/台灣小吃/台菜/ ,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3aff2,73,28度C簡餐,https://www.tripadvisor.com.tw/Restaurant_Review-g13806767-d6133129-Reviews-28_Degree_C_Restaurant-Neihu_Taipei.html,,"台灣 內湖台北 No. 6, Aly. 4, Ln. 437, Sec. 1, Neihu Rd., Neihu Dist",+886 2 2627 5105,None,0 則評論,None,None,None,None,咖啡廳/ ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3aff3,74,28涼麵臭豆腐,https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d7383259-Reviews-28_Cold_Noodles_and_Stinky_Tofu-Wanhua_Taipei.html,萬華排名第 #230 的餐廳，共 453 名,108 台灣 萬華台北 西门町昆明街103号,+886 2 2388 8228,None,4.5,None,None,None,None,亞洲料理/台灣小吃/台菜/ ,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3aff4,75,2F食館,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d6184921-Reviews-2F_Dining_House-Da_an_Taipei.html,,"台灣 大安台北 No. 96, Sec. 3, Xinsheng S. Rd., Daan Dist 2f",+886 2 2365 1657,None,0 則評論,None,None,None,None,亞洲料理/台灣小吃/台菜/ ,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3aff5,76,2J Cafe,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d12351528-Reviews-2J_Cafe-Da_an_Taipei.html,"大安排名第 #1,816 的餐廳，共 2,036 名",106 台灣 大安台北 大安区建国南路二段79巷9号,+886 2 2700 3783,None,3.5,None,None,None,None,咖啡廳/ ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3aff6,77,2口串酒,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d11671947-Reviews-Two_Mouth_Restaurant-Da_an_Taipei.html,,106 台灣 大安台北 大安区信义路四段378巷11号,+886 2 2784 8886,$$ - $$$,0 則評論,None,None,None,None,日式料理/酒吧/地中海料理/ ,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3aff8,79,2派克脆皮雞排,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d15842031-Reviews-Two_peck-Da_an_Taipei.html,"大安排名第 #1,650 的餐廳，共 2,036 名",台灣 大安台北 和平东路一段17号,+886 2 2343 2202,None,3.5,None,None,None,None,亞洲料理/台灣小吃/台菜/ ,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3affa,81,2馬快炒,https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d14004482-Reviews-2_Ma_Kuia_Chao-Zhongshan_District_Taipei.html,"中山區排名第 #1,406 的餐廳，共 1,653 名",104 台灣 中山區台北 中山北路一段105巷13之3号,+886 2 2100 2190,None,4.0,None,None,None,None,亞洲料理/台灣小吃/台菜/ ,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3affd,84,3 Idiots Toast & Curry,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d11706474-Reviews-3_Idiots_Toast_Curry-Da_an_Taipei.html,"大安排名第 #809 的餐廳，共 2,036 名","106 台灣 大安台北 Number 28, Lane 283, Section 3, Roosevelt Road",+886 2 2369 9966,$$ - $$$,4.0,4.0,3.5,3.5,None,提供素食選擇/ ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
610bfe107b93cc4548c3affe,85,3-C咖啡館,https://www.tripadvisor.com.tw/Restaurant_Review-g13806900-d6133158-Reviews-3_C_Coffee_Shop-Songshan_Taipei.html,,"台灣 松山台北 No. 2, Aly. 30, Ln. 59, Sec. 5, Nanjing E. Rd., Songshan Dist",+886 2 2762 6214,None,0 則評論,None,None,None,None,咖啡廳/ ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
